Subject_ID,Session,Block_Type,Trial_Num,Stimulus,Angle,Mirror_Condition,SOA,Response_Key,ACC,RT,Flag,Early_Key,Repeated_Trial,Practice_Round,Timestamp,Condition,StimType
W,1,B,138,7,60,Backward,400.0,f,1,791.0,0,0,0,,2026-05-13T14:00:26.315Z,7_B,Digit
W,1,B,142,7,300,Backward,1000.0,f,1,563.0,0,0,0,,2026-05-13T14:00:49.511Z,7_B,Digit
W,1,B,143,5,300,Normal,700.0,j,1,542.0,0,0,0,,2026-05-13T14:00:54.911Z,5_B,Digit
W,1,B,144,7,60,Backward,700.0,f,1,792.0,0,0,0,,2026-05-13T14:01:00.546Z,7_B,Digit
W,1,B,146,5,300,Normal,100.0,j,1,558.0,0,0,0,,2026-05-13T14:01:10.280Z,5_B,Digit
W,1,B,147,5,0,Normal,100.0,j,1,559.0,0,0,0,,2026-05-13T14:01:15.091Z,5_B,Digit
W,1,B,148,7,300,Backward,400.0,f,1,515.0,0,0,0,,2026-05-13T14:01:20.149Z,7_B,Digit
W,1,B,150,7,60,Normal,100.0,j,1,669.0,0,0,0,,2026-05-13T14:01:30.901Z,7_B,Digit
W,1,B,151,5,60,Normal,700.0,j,1,405.0,0,0,0,,2026-05-13T14:01:36.169Z,5_B,Digit
W,1,B,152,2,120,Normal,100.0,j,1,680.0,0,0,0,,2026-05-13T14:01:41.107Z,2_B,Digit
W,1,B,153,2,240,Normal,1000.0,j,1,1330.0,0,0,0,,2026-05-13T14:01:47.581Z,2_B,Digit
W,1,B,154,2,120,Normal,400.0,j,1,873.0,0,0,0,,2026-05-13T14:01:53.009Z,2_B,Digit
W,1,B,157,2,60,Normal,400.0,j,1,603.0,0,0,0,,2026-05-13T14:02:09.310Z,2_B,Digit
W,1,B,158,7,300,Backward,100.0,f,1,639.0,0,0,0,,2026-05-13T14:02:14.195Z,7_B,Digit
W,1,B,159,7,300,Normal,1000.0,j,1,551.0,0,0,0,,2026-05-13T14:02:19.906Z,7_B,Digit
W,1,B,160,2,300,Normal,700.0,j,1,909.0,0,0,0,,2026-05-13T14:02:25.667Z,2_B,Digit
W,1,B,161,7,300,Normal,100.0,j,1,693.0,0,0,0,,2026-05-13T14:02:30.607Z,7_B,Digit
W,1,B,163,5,120,Backward,1000.0,f,1,486.0,0,0,0,,2026-05-13T14:02:41.706Z,5_B,Digit
W,1,B,166,2,180,Normal,700.0,j,1,1493.0,0,0,0,,2026-05-13T14:02:59.413Z,2_B,Digit
W,1,B,168,5,120,Backward,700.0,f,1,734.0,0,0,0,,2026-05-13T14:03:09.946Z,5_B,Digit
W,1,B,170,2,60,Backward,100.0,f,1,670.0,0,0,0,,2026-05-13T14:03:20.383Z,2_B,Digit
W,1,B,171,2,240,Normal,700.0,j,1,983.0,0,0,0,,2026-05-13T14:03:26.223Z,2_B,Digit
W,1,B,172,5,180,Backward,100.0,f,1,2201.0,0,0,0,,2026-05-13T14:03:32.681Z,5_B,Digit
W,1,B,173,7,120,Normal,400.0,j,1,1150.0,0,0,0,,2026-05-13T14:03:38.365Z,7_B,Digit
W,1,B,174,2,0,Backward,100.0,f,1,848.0,0,0,0,,2026-05-13T14:03:43.457Z,2_B,Digit
W,1,B,176,2,300,Backward,100.0,f,1,798.0,0,0,0,,2026-05-13T14:03:53.849Z,2_B,Digit
W,1,B,178,7,60,Backward,1000.0,f,1,740.0,0,0,0,,2026-05-13T14:04:04.945Z,7_B,Digit
W,1,B,179,2,240,Normal,400.0,j,1,862.0,0,0,0,,2026-05-13T14:04:10.357Z,2_B,Digit
W,1,B,180,2,0,Normal,1000.0,j,1,502.0,0,0,0,,2026-05-13T14:04:15.998Z,2_B,Digit
W,1,B,181,7,240,Backward,1000.0,f,1,623.0,0,0,0,,2026-05-13T14:04:21.777Z,7_B,Digit
W,1,B,182,5,60,Normal,1000.0,j,1,464.0,0,0,0,,2026-05-13T14:04:27.398Z,5_B,Digit
W,1,B,188,7,0,Backward,400.0,f,1,632.0,0,0,0,,2026-05-13T14:05:00.658Z,7_B,Digit
W,1,B,194,2,60,Normal,100.0,j,1,552.0,0,0,0,,2026-05-13T14:05:34.790Z,2_B,Digit
W,1,B,197,7,120,Normal,100.0,j,1,706.0,0,0,0,,2026-05-13T14:05:51.459Z,7_B,Digit
W,1,B,200,2,180,Backward,700.0,f,1,1021.0,0,0,0,,2026-05-13T14:06:08.930Z,2_B,Digit
W,1,B,203,5,180,Normal,100.0,j,1,1356.0,0,0,0,,2026-05-13T14:06:26.149Z,5_B,Digit
W,1,B,205,5,240,Backward,100.0,f,1,1037.0,0,0,0,,2026-05-13T14:06:37.433Z,5_B,Digit
W,1,B,208,2,300,Backward,1000.0,f,1,1235.0,0,0,0,,2026-05-13T14:06:56.827Z,2_B,Digit
W,1,B,209,7,300,Normal,700.0,j,1,620.0,0,0,0,,2026-05-13T14:07:02.290Z,7_B,Digit
W,1,B,210,2,300,Backward,400.0,f,1,596.0,0,0,0,,2026-05-13T14:07:07.434Z,2_B,Digit
W,1,B,212,7,0,Normal,700.0,j,1,567.0,0,0,0,,2026-05-13T14:07:18.025Z,7_B,Digit
W,1,B,213,7,120,Backward,100.0,f,1,619.0,0,0,0,,2026-05-13T14:07:22.897Z,7_B,Digit
W,1,B,214,2,300,Backward,700.0,f,1,553.0,0,0,0,,2026-05-13T14:07:28.297Z,2_B,Digit
W,1,B,215,5,60,Normal,400.0,j,1,512.0,0,0,0,,2026-05-13T14:07:33.345Z,5_B,Digit
W,1,B,219,2,0,Normal,100.0,j,1,705.0,0,0,0,,2026-05-13T14:07:54.053Z,2_B,Digit
W,1,B,220,2,180,Normal,100.0,j,1,1742.0,0,0,0,,2026-05-13T14:08:00.058Z,2_B,Digit
W,1,B,222,7,300,Normal,400.0,j,1,621.0,0,0,0,,2026-05-13T14:08:10.750Z,7_B,Digit
W,1,B,225,5,60,Backward,400.0,f,1,511.0,0,0,0,,2026-05-13T14:08:26.257Z,5_B,Digit
W,1,B,228,7,0,Normal,100.0,j,1,565.0,0,0,0,,2026-05-13T14:08:43.274Z,7_B,Digit
W,1,B,231,2,120,Backward,400.0,f,1,980.0,0,0,0,,2026-05-13T14:09:01.533Z,2_B,Digit
W,1,B,233,7,180,Backward,400.0,f,1,818.0,0,0,0,,2026-05-13T14:09:12.145Z,7_B,Digit
W,1,B,234,7,0,Backward,100.0,f,1,709.0,0,0,0,,2026-05-13T14:09:17.113Z,7_B,Digit
W,1,B,236,2,60,Backward,400.0,f,1,566.0,0,0,0,,2026-05-13T14:09:27.629Z,2_B,Digit
W,1,B,237,2,0,Backward,400.0,f,1,483.0,0,0,0,,2026-05-13T14:09:32.681Z,2_B,Digit
W,1,B,238,5,0,Backward,400.0,f,1,530.0,0,0,0,,2026-05-13T14:09:37.743Z,5_B,Digit
W,1,B,244,5,240,Normal,400.0,j,1,1083.0,0,0,0,,2026-05-13T14:10:13.735Z,5_B,Digit
W,1,B,245,2,60,Backward,1000.0,f,1,621.0,0,0,0,,2026-05-13T14:10:19.529Z,2_B,Digit
W,1,B,246,2,60,Normal,700.0,j,1,418.0,0,0,0,,2026-05-13T14:10:24.801Z,2_B,Digit
W,1,B,248,5,240,Normal,1000.0,j,1,649.0,0,0,0,,2026-05-13T14:10:35.701Z,5_B,Digit
W,1,B,249,2,180,Backward,100.0,f,1,1522.0,0,0,0,,2026-05-13T14:10:41.478Z,2_B,Digit
